Ensembl Gene ID	Associated Gene Name	Description
ENSDARG00000020609	snap25a	synaptosomal-associated protein, 25a [Source:ZFIN;Acc:ZDB-GENE-980526-468]
ENSDARG00000101365	CABZ01021430.1	
ENSDARG00000090520	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000077339	ptrh2	peptidyl-tRNA hydrolase 2 [Source:ZFIN;Acc:ZDB-GENE-050522-163]
ENSDARG00000076552	zgc:193801	zgc:193801 [Source:ZFIN;Acc:ZDB-GENE-081022-40]
ENSDARG00000086179	si:dkey-59l11.10	si:dkey-59l11.10 [Source:ZFIN;Acc:ZDB-GENE-120703-17]
ENSDARG00000091656	lsm8	LSM8 homolog, U6 small nuclear RNA associated [Source:ZFIN;Acc:ZDB-GENE-070629-3]
ENSDARG00000099037	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000077293	synpo2la	synaptopodin 2-like a [Source:ZFIN;Acc:ZDB-GENE-090828-4]
ENSDARG00000103674	FO704866.1	
ENSDARG00000099490	dre-mir-430a-2	dre-mir-430a-2 [Source:miRBase;Acc:MI0002111]
ENSDARG00000090855	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000102633	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000039936	GFRA1 (1 of 3)	GDNF family receptor alpha 1 [Source:HGNC Symbol;Acc:HGNC:4243]
ENSDARG00000103372	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000045910	tmem181	transmembrane protein 181 [Source:ZFIN;Acc:ZDB-GENE-060503-309]
ENSDARG00000104250	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000087304	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000079352	sap130b	Sin3A-associated protein b [Source:ZFIN;Acc:ZDB-GENE-070912-570]
ENSDARG00000083060	U6atac	U6atac minor spliceosomal RNA [Source:RFAM;Acc:RF00619]
ENSDARG00000014068	pgam1b	phosphoglycerate mutase 1b [Source:ZFIN;Acc:ZDB-GENE-030131-5376]
ENSDARG00000057660	dhx57	DEAH (Asp-Glu-Ala-Asp/His) box polypeptide 57 [Source:ZFIN;Acc:ZDB-GENE-030131-4078]
ENSDARG00000076343	si:dkeyp-13d11.1	si:dkeyp-13d11.1 [Source:ZFIN;Acc:ZDB-GENE-090313-377]
ENSDARG00000103869	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000056591	gucy1b2	guanylate cyclase 1, soluble, beta 2 [Source:ZFIN;Acc:ZDB-GENE-130530-664]
ENSDARG00000080385	U2	U2 spliceosomal RNA [Source:RFAM;Acc:RF00004]
ENSDARG00000104139	atp1a3b	ATPase, Na+/K+ transporting, alpha 3b polypeptide [Source:ZFIN;Acc:ZDB-GENE-001212-8]
ENSDARG00000091795	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000104898	CABZ01019032.3	
ENSDARG00000027639	zgc:165539	zgc:165539 [Source:ZFIN;Acc:ZDB-GENE-030131-5478]
ENSDARG00000010758	capn12	calpain 12 [Source:ZFIN;Acc:ZDB-GENE-050419-245]
ENSDARG00000099089	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000098150	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000084738	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000102133	si:dkey-47k16.4	si:dkey-47k16.4 [Source:ZFIN;Acc:ZDB-GENE-110914-131]
ENSDARG00000098543	BX004828.1	
ENSDARG00000008238	manba	mannosidase, beta A, lysosomal [Source:ZFIN;Acc:ZDB-GENE-040426-721]
ENSDARG00000098667	grin3bb	glutamate receptor, ionotropic, N-methyl-D-aspartate 3Bb [Source:ZFIN;Acc:ZDB-GENE-131122-77]
ENSDARG00000044501	viml	vimentin like [Source:ZFIN;Acc:ZDB-GENE-040426-1743]
ENSDARG00000095068	si:dkey-10h3.3	si:dkey-10h3.3 [Source:ZFIN;Acc:ZDB-GENE-060503-236]
ENSDARG00000104520	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000104163	CABZ01071912.1	
ENSDARG00000013457	skiv2l2	superkiller viralicidic activity 2-like 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2854]
ENSDARG00000101267	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000103374	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000023062	cyr61	cysteine-rich, angiogenic inducer, 61 [Source:ZFIN;Acc:ZDB-GENE-040426-3]
ENSDARG00000099269	si:dkeyp-115e12.7	si:dkeyp-115e12.7 [Source:ZFIN;Acc:ZDB-GENE-141216-398]
ENSDARG00000099666	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000099335	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000084791	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000093546	ms4a17a.2	membrane-spanning 4-domains, subfamily A, member 17a.2 [Source:ZFIN;Acc:ZDB-GENE-070705-367]
ENSDARG00000098866	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000056165	C19H6orf136	chromosome 6 open reading frame 136 [Source:HGNC Symbol;Acc:HGNC:21301]
ENSDARG00000076357	CABZ01102039.1	
ENSDARG00000102872	si:ch211-188p14.6	si:ch211-188p14.6 [Source:ZFIN;Acc:ZDB-GENE-121214-313]
ENSDARG00000062749	ino80b	INO80 complex subunit B [Source:ZFIN;Acc:ZDB-GENE-061013-69]
ENSDARG00000101266	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000099864	wu:fl09a04	wu:fl09a04 [Source:ZFIN;Acc:ZDB-GENE-030131-7225]
ENSDARG00000074476	odam	odontogenic, ameloblast asssociated [Source:ZFIN;Acc:ZDB-GENE-090313-260]
ENSDARG00000075709	ndufb3	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 3  [Source:RefSeq peptide;Acc:NP_001289399]
ENSDARG00000099816	CABZ01021435.1	
ENSDARG00000063433	atp2b2	ATPase, Ca++ transporting, plasma membrane 2 [Source:ZFIN;Acc:ZDB-GENE-061016-1]
ENSDARG00000097145	si:ch73-248e17.1	si:ch73-248e17.1 [Source:ZFIN;Acc:ZDB-GENE-131127-384]
ENSDARG00000089783	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000017803	gsk3b	glycogen synthase kinase 3 beta [Source:ZFIN;Acc:ZDB-GENE-990714-4]
ENSDARG00000099880	SP6	Sp6 transcription factor [Source:HGNC Symbol;Acc:HGNC:14530]
ENSDARG00000101587	CABZ01023254.1	
ENSDARG00000089133	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000077028	si:ch211-81n22.1	si:ch211-81n22.1 [Source:ZFIN;Acc:ZDB-GENE-131127-633]
ENSDARG00000074995	eif2b5	eukaryotic translation initiation factor 2B, subunit 5 epsilon [Source:ZFIN;Acc:ZDB-GENE-030131-5364]
ENSDARG00000002701	rasl12	RAS-like, family 12 [Source:ZFIN;Acc:ZDB-GENE-040426-1201]
ENSDARG00000103337	RRP1B	ribosomal RNA processing 1B [Source:HGNC Symbol;Acc:HGNC:23818]
ENSDARG00000078234	si:dkey-253d23.12	si:dkey-253d23.12 [Source:ZFIN;Acc:ZDB-GENE-070912-478]
ENSDARG00000102148	CABZ01034089.1	
ENSDARG00000098084	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000105038	CABZ01038376.1	
ENSDARG00000002190	chmp2bb	charged multivesicular body protein 2Bb [Source:ZFIN;Acc:ZDB-GENE-040426-2539]
ENSDARG00000093053	vap	vascular associated protein [Source:ZFIN;Acc:ZDB-GENE-090313-42]
ENSDARG00000097184	si:dkey-225n22.7	si:dkey-225n22.7 [Source:ZFIN;Acc:ZDB-GENE-131121-357]
ENSDARG00000098424	CABZ01079241.1	
ENSDARG00000099369	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000100025	C24H16orf91	chromosome 16 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:27558]
ENSDARG00000099482	BX569782.1	
ENSDARG00000091827	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000094550	si:dkey-103k4.3	si:dkey-103k4.3 [Source:ZFIN;Acc:ZDB-GENE-050208-522]
ENSDARG00000088580	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000033280	TPO	thyroid peroxidase [Source:HGNC Symbol;Acc:HGNC:12015]
ENSDARG00000084708	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000101327	znf1076	zinc finger protein 1076 [Source:ZFIN;Acc:ZDB-GENE-110913-64]
ENSDARG00000056801	sufu	suppressor of fused homolog (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-6223]
ENSDARG00000086503	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000091817	CR391998.1	
ENSDARG00000098370	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000040474	snx10b	sorting nexin 10b [Source:ZFIN;Acc:ZDB-GENE-070628-1]
ENSDARG00000103784	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000105027	CABZ01011067.1	
ENSDARG00000102663	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000084895	CR788322.2	
ENSDARG00000028295	mkrn4	makorin, ring finger protein, 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5954]
ENSDARG00000086618	psma3	proteasome (prosome, macropain) subunit, alpha type, 3 [Source:ZFIN;Acc:ZDB-GENE-050913-120]
ENSDARG00000098292	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000100814	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000102324	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000104675	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000101003	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000080856	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000093537	si:ch211-223f3.1	si:ch211-223f3.1 [Source:ZFIN;Acc:ZDB-GENE-070912-213]
ENSDARG00000071657	si:dkey-19a16.4	si:dkey-19a16.4 [Source:ZFIN;Acc:ZDB-GENE-050208-652]
ENSDARG00000082253	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000079611	sema4c	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C [Source:ZFIN;Acc:ZDB-GENE-080303-16]
ENSDARG00000038747	TRIM47 (15 of 79)	tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020]
ENSDARG00000103977	terf2ip	telomeric repeat binding factor 2, interacting protein [Source:ZFIN;Acc:ZDB-GENE-131121-641]
ENSDARG00000098856	RYR2	ryanodine receptor 2 (cardiac) [Source:HGNC Symbol;Acc:HGNC:10484]
ENSDARG00000090378	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000092801	si:dkey-71b5.6	si:dkey-71b5.6 [Source:ZFIN;Acc:ZDB-GENE-100922-111]
ENSDARG00000101055	trim35-25	tripartite motif containing 35-25 [Source:ZFIN;Acc:ZDB-GENE-060503-484]
ENSDARG00000103778	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000099671	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000104510	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000098826	PLCL2	phospholipase C-like 2 [Source:HGNC Symbol;Acc:HGNC:9064]
ENSDARG00000102932	CR450780.4	
ENSDARG00000043171	CELA1 (3 of 7)	chymotrypsin-like elastase family, member 1 [Source:HGNC Symbol;Acc:HGNC:3308]
ENSDARG00000058732	scgn	secretagogin, EF-hand calcium binding protein [Source:ZFIN;Acc:ZDB-GENE-041010-82]
ENSDARG00000097308	si:dkey-151m15.6	si:dkey-151m15.6 [Source:ZFIN;Acc:ZDB-GENE-131121-567]
ENSDARG00000087268	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000092376	dlgap2b	discs, large (Drosophila) homolog-associated protein 2b [Source:ZFIN;Acc:ZDB-GENE-040724-191]
ENSDARG00000102263	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000096284	ighd2-5	ighd2-5 [Source:ZFIN;Acc:ZDB-GENE-041001-90]
ENSDARG00000070526	zc2hc1c	zinc finger, C2HC-type containing 1C [Source:ZFIN;Acc:ZDB-GENE-111020-1]
ENSDARG00000056780	ssh1a	slingshot protein phosphatase 1a [Source:ZFIN;Acc:ZDB-GENE-040724-201]
ENSDARG00000102835	TRIM14 (16 of 19)	tripartite motif containing 14 [Source:HGNC Symbol;Acc:HGNC:16283]
ENSDARG00000096244	ighv5-7	immunoglobulin heavy variable 5-7 [Source:ZFIN;Acc:ZDB-GENE-040514-21]
ENSDARG00000100365	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000102816	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000084639	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000095909	si:ch211-253b18.3	si:ch211-253b18.3 [Source:ZFIN;Acc:ZDB-GENE-110411-263]
ENSDARG00000086967	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000104513	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000084145	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000091018	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000103233	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000102629	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000086552	zgc:154164	zgc:154164 [Source:ZFIN;Acc:ZDB-GENE-060929-1050]
ENSDARG00000096353	ighv9-2	immunoglobulin heavy variable 9-2 [Source:ZFIN;Acc:ZDB-GENE-040514-31]
ENSDARG00000103753	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000074014	zgc:194275	zgc:194275 [Source:ZFIN;Acc:ZDB-GENE-081022-92]
ENSDARG00000013329	ttc5	tetratricopeptide repeat domain 5 [Source:ZFIN;Acc:ZDB-GENE-050417-137]
ENSDARG00000103570	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000017757	pik3cg	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma [Source:ZFIN;Acc:ZDB-GENE-040426-2532]
ENSDARG00000086296	si:ch211-209p16.1	si:ch211-209p16.1 [Source:ZFIN;Acc:ZDB-GENE-110913-52]
ENSDARG00000100390	CABZ01021450.2	
ENSDARG00000103881	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000029997	utrnp	utrophin, pseudogene [Source:ZFIN;Acc:ZDB-GENEP-070228-1]
ENSDARG00000098949	mslna	mesothelin a [Source:ZFIN;Acc:ZDB-GENE-120727-9]
ENSDARG00000088641	grn2	granulin 2 [Source:ZFIN;Acc:ZDB-GENE-050522-264]
ENSDARG00000058392	adcy2a	adenylate cyclase 2a [Source:ZFIN;Acc:ZDB-GENE-061109-1]
ENSDARG00000102745	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000091464	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000088672	CABZ01054962.1	
ENSDARG00000094464	si:dkey-270e21.6	si:dkey-270e21.6 [Source:ZFIN;Acc:ZDB-GENE-050208-717]
ENSDARG00000102139	CABZ01081748.2	
ENSDARG00000088710	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000103235	mfsd8	major facilitator superfamily domain containing 8 [Source:ZFIN;Acc:ZDB-GENE-060818-29]
ENSDARG00000060126	acyp1	acylphosphatase 1, erythrocyte (common) type [Source:ZFIN;Acc:ZDB-GENE-050309-125]
ENSDARG00000096626	si:zfos-1056b4.1	si:zfos-1056b4.1 [Source:ZFIN;Acc:ZDB-GENE-121214-281]
ENSDARG00000100523	BX548067.2	
ENSDARG00000103851	tnrc6c2	trinucleotide repeat containing 6C2 [Source:ZFIN;Acc:ZDB-GENE-061207-48]
ENSDARG00000080024	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000087784	si:dkeyp-110a12.4	si:dkeyp-110a12.4 [Source:ZFIN;Acc:ZDB-GENE-131121-498]
ENSDARG00000086026	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000100287	SLA (2 of 2)	Src-like-adaptor [Source:HGNC Symbol;Acc:HGNC:10902]
ENSDARG00000103903	CABZ01067945.1	
ENSDARG00000099040	dre-mir-430a-2	dre-mir-430a-2 [Source:miRBase;Acc:MI0002111]
ENSDARG00000104954	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000102003	fmn1	
ENSDARG00000098500	BX950868.1	
ENSDARG00000077306	cutc	cutC copper transporter homolog (E. coli) [Source:ZFIN;Acc:ZDB-GENE-041010-144]
ENSDARG00000103394	kif5bb	kinesin family member 5B, b [Source:ZFIN;Acc:ZDB-GENE-070629-4]
ENSDARG00000105106	CR749167.1	
ENSDARG00000099013	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000084530	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000099135	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000081163	dre-mir-153c	dre-mir-153c [Source:miRBase;Acc:MI0002022]
ENSDARG00000102509	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000103693	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000052113	hexa	hexosaminidase A (alpha polypeptide) [Source:ZFIN;Acc:ZDB-GENE-050417-283]
ENSDARG00000088169	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000084681	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000080729	CABZ01078244.1	
ENSDARG00000104158	BX539313.1	
ENSDARG00000101066	srp14	signal recognition particle 14 [Source:ZFIN;Acc:ZDB-GENE-050913-131]
ENSDARG00000093841	si:ch211-12h2.6	si:ch211-12h2.6 [Source:ZFIN;Acc:ZDB-GENE-091117-31]
ENSDARG00000082384	U7	U7 small nuclear RNA [Source:RFAM;Acc:RF00066]
ENSDARG00000101347	WDR77	WD repeat domain 77 [Source:HGNC Symbol;Acc:HGNC:29652]
ENSDARG00000082320	CU914164.1	
ENSDARG00000103568	CABZ01088536.2	
ENSDARG00000080677	FP929006.1	
ENSDARG00000090137	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000092036	si:dkey-230i18.1	si:dkey-230i18.1 [Source:ZFIN;Acc:ZDB-GENE-070912-456]
ENSDARG00000028066	diras1a	DIRAS family, GTP-binding RAS-like 1a [Source:ZFIN;Acc:ZDB-GENE-030131-5788]
ENSDARG00000024619	FOXO6 (1 of 2)	forkhead box O6 [Source:HGNC Symbol;Acc:HGNC:24814]
ENSDARG00000029766	nr1i2	nuclear receptor subfamily 1, group I, member 2 [Source:ZFIN;Acc:ZDB-GENE-030903-3]
ENSDARG00000076186	lrrc3cb	leucine rich repeat containing 3Cb [Source:ZFIN;Acc:ZDB-GENE-080327-11]
ENSDARG00000035132	rgs3b	regulator of G-protein signaling 3b [Source:ZFIN;Acc:ZDB-GENE-060531-24]
ENSDARG00000089607	CU929037.1	
ENSDARG00000076781	trim45	tripartite motif containing 45 [Source:ZFIN;Acc:ZDB-GENE-070912-389]
ENSDARG00000104971	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000003446	ippk	inositol 1,3,4,5,6-pentakisphosphate 2-kinase [Source:ZFIN;Acc:ZDB-GENE-050327-41]
ENSDARG00000063162	cmtm8b	CKLF-like MARVEL transmembrane domain containing 8b [Source:ZFIN;Acc:ZDB-GENE-070112-1312]
ENSDARG00000083050	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000004525	C2H1orf35	chromosome 1 open reading frame 35 [Source:HGNC Symbol;Acc:HGNC:19032]
ENSDARG00000091071	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000102954	dre-mir-430a-16	dre-mir-430a-16 [Source:miRBase;Acc:MI0002125]
ENSDARG00000026484	rab15	RAB15, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-040718-2]
ENSDARG00000090568	MRPL52	mitochondrial ribosomal protein L52 [Source:HGNC Symbol;Acc:HGNC:16655]
ENSDARG00000099087	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000089196	dre-mir-92b	dre-mir-92b [Source:miRBase;Acc:MI0001953]
ENSDARG00000103973	CABZ01051602.1	
ENSDARG00000101835	CABZ01064860.2	
ENSDARG00000012688	eif1b	eukaryotic translation initiation factor 1B [Source:ZFIN;Acc:ZDB-GENE-030131-956]
ENSDARG00000103221	CR774192.1	
ENSDARG00000104021	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000084670	SNORA55	Small nucleolar RNA SNORA55 [Source:RFAM;Acc:RF00431]
ENSDARG00000103704	crhr2	uncharacterized protein LOC100002312  [Source:RefSeq peptide;Acc:NP_001107116]
ENSDARG00000063670	gtf2a1l	general transcription factor IIA, 1-like [Source:ZFIN;Acc:ZDB-GENE-060929-28]
ENSDARG00000090192	si:dkey-16p6.1	si:dkey-16p6.1 [Source:ZFIN;Acc:ZDB-GENE-081103-43]
ENSDARG00000023927	dnajc24	DnaJ (Hsp40) homolog, subfamily C, member 24 [Source:ZFIN;Acc:ZDB-GENE-040426-1153]
ENSDARG00000103963	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000081132	CT027701.1	
ENSDARG00000088649	CU469493.1	
ENSDARG00000031506	flvcr2b	feline leukemia virus subgroup C cellular receptor family, member 2b [Source:ZFIN;Acc:ZDB-GENE-041210-312]
ENSDARG00000103911	BX649508.2	
ENSDARG00000083842	SNORA29	Small nucleolar RNA SNORA29 [Source:RFAM;Acc:RF00429]
ENSDARG00000005320	nipsnap1	nipsnap homolog 1 (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-991008-17]
ENSDARG00000024775	si:ch211-129c21.1	si:ch211-129c21.1 [Source:ZFIN;Acc:ZDB-GENE-030131-5796]
ENSDARG00000103904	BX572103.5	
ENSDARG00000005126	large	like-glycosyltransferase [Source:ZFIN;Acc:ZDB-GENE-061204-1]
ENSDARG00000104534	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000058791	zgc:171887	zgc:171887 [Source:ZFIN;Acc:ZDB-GENE-080220-39]
ENSDARG00000102063	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000104180	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000103463	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000081965	CABZ01078244.3	
ENSDARG00000100802	CR376766.1	
ENSDARG00000090550	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000029353	serpine2	serpin peptidase inhibitor, clade E (nexin, plasminogen activator inhibitor type 1), member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-848]
ENSDARG00000091794	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000102261	RSPH1	radial spoke head 1 homolog (Chlamydomonas) [Source:HGNC Symbol;Acc:HGNC:12371]
ENSDARG00000081289	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000098998	snR50	Small nucleolar RNA snR50 [Source:RFAM;Acc:RF01190]
ENSDARG00000017665	snrkb	SNF related kinase b [Source:ZFIN;Acc:ZDB-GENE-040426-1724]
ENSDARG00000025403	ftr83	finTRIM family, member 83 [Source:ZFIN;Acc:ZDB-GENE-031002-11]
ENSDARG00000084300	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000087908	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000100846	fgf21	fibroblast growth factor 21 [Source:ZFIN;Acc:ZDB-GENE-060623-2]
ENSDARG00000104245	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000042151	skia	v-ski avian sarcoma viral oncogene homolog a [Source:ZFIN;Acc:ZDB-GENE-990715-9]
ENSDARG00000054540	imp4	IMP4, U3 small nucleolar ribonucleoprotein, homolog (yeast) [Source:ZFIN;Acc:ZDB-GENE-040718-474]
ENSDARG00000079242	BX901889.6	
ENSDARG00000044135	cenpp	centromere protein P [Source:ZFIN;Acc:ZDB-GENE-040801-74]
ENSDARG00000101100	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000104474	il6r	interleukin 6 receptor [Source:ZFIN;Acc:ZDB-GENE-080107-7]
ENSDARG00000101007	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000102511	cript	cysteine-rich PDZ-binding protein [Source:ZFIN;Acc:ZDB-GENE-050417-451]
ENSDARG00000077329	nlgn2a	neuroligin 2a [Source:ZFIN;Acc:ZDB-GENE-090918-2]
ENSDARG00000083027	dre-mir-732	dre-mir-732 [Source:miRBase;Acc:MI0004777]
ENSDARG00000031269	rnf123	ring finger protein 123 [Source:ZFIN;Acc:ZDB-GENE-050208-529]
ENSDARG00000057468	kcnc2	potassium voltage-gated channel, Shaw-related subfamily, member 2 [Source:ZFIN;Acc:ZDB-GENE-070410-118]
ENSDARG00000098905	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]
ENSDARG00000079730	FUZ	fuzzy planar cell polarity protein [Source:HGNC Symbol;Acc:HGNC:26219]
ENSDARG00000100585	coa3	cytochrome C oxidase assembly factor 3 [Source:ZFIN;Acc:ZDB-GENE-060810-187]
ENSDARG00000098953	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]
ENSDARG00000104150	SNORA30	Small nucleolar RNA SNORA30/SNORA37 family [Source:RFAM;Acc:RF00415]
ENSDARG00000054300	dhrs1	dehydrogenase/reductase (SDR family) member 1 [Source:ZFIN;Acc:ZDB-GENE-030616-591]
ENSDARG00000087421	serbp1b	SERPINE1 mRNA binding protein 1b [Source:ZFIN;Acc:ZDB-GENE-031118-196]
ENSDARG00000098804	SNORA30	Small nucleolar RNA SNORA30/SNORA37 family [Source:RFAM;Acc:RF00415]
ENSDARG00000084914	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]
ENSDARG00000071549	ecm2	extracellular matrix protein 2, female organ and adipocyte specific [Source:ZFIN;Acc:ZDB-GENE-050208-651]
